GeneID	Influencia_Combinada	Cor_Log2FC_TEA_M_vs_C	log10p_M_vs_Controle	log2FC_F_vs_M_TEA
PSMA8	1.1216238170000001	1.368164017	1.962676279	-0.875083617
PSMD10P1	0.986691242	-1.330854971	2.621038329	-0.642527513
PTCRA	1.0695574584999998	-1.046367868	1.139496586	-1.092747049
PTGDR2	1.388613843	2.160817956	5.278363682	-0.61640973
PTGER3	1.9194531085	-3.151425636	1.30217942	0.687480581
PTGIR	0.784509874	-1.208313414	1.434635858	-0.360706334
PTGR2	1.088135487	-0.687649163	0.505325191	1.488621811
PTP4A2P2	1.1472805075	-0.079391552	0.05608087	-2.215169463
PTPN13	1.0111592725	-0.528367395	0.643018773	1.49395115
PTPRH	1.1018164860000002	-0.445675252	0.217211963	1.75795772
PTPRN2	0.8927903885	1.310000005	1.505886461	0.475580772
PTRHD1	0.556608336	-1.08257877	1.825683348	0.030637902
PTS	0.7096325269999999	-1.190882509	1.858430364	0.228382545
PTTG1	0.7385912960000001	-1.057897864	0.943345857	0.419284728
PTX3	3.1742987495	-4.687828973	0.691815838	1.660768526
PXDNL	0.91680093	-0.176277832	0.067122748	1.657324028
PYY2	1.2320301555000002	0.185449896	0.261605808	-2.278610415
RAB1AP1	1.684330196	1.827318894	1.198518126	1.541341498
RAB20	1.69149347	-2.36548846	1.169127423	1.01749848
RAB24	0.7630931175	1.15684436	4.458357364	0.369341875
RAB30-DT	0.8525689865	1.507339113	2.27312234	-0.19779886
RAB33B	0.931513137	1.578072447	1.338148745	0.284953827
RAB34	0.946790107	-1.60969525	2.116039665	0.283884964
RAB36	0.9732468955000001	1.855630703	1.504121926	-0.090863088
RAB39A	0.814252127	-0.155297118	0.079991455	1.473207136
RABGGTB	0.94852197	-1.56127138	1.96765402	0.33577256
RAC3	0.9906156819999999	-0.3669741	0.230593101	-1.614257264
RAD9B	0.91166503	1.353151575	1.828256124	-0.470178485
RAMP1	1.2109984915	-1.327286836	1.456503859	-1.094710147
RAPGEF3	1.3510121665	0.203006174	0.107943044	2.499018159
RASAL2	1.434336308	-1.854258498	1.352866364	1.014414118
RASL10A	1.7327027204999998	-2.387362541	2.165543641	1.0780429
RASSF6	1.843211935	-1.004487976	0.69863917	2.681935894
RASSF8	1.6220519845	-2.836438582	1.412750819	0.407665387
RBBP5	0.6453976779999999	1.235238704	3.313324981	0.055556652
RBFOX1	1.5458677425	-0.939692003	0.479759855	2.152043482
RBKS	1.191715	-1.653089921	0.827698533	-0.730340079
RBM11	0.8030904879999999	-0.543252353	0.744162978	-1.062928623
RBM12B	0.6577254525	1.254410993	1.588929254	0.061039912
RBM38-AS1	0.709710112	-1.317046769	1.722793034	-0.102373455
RBM8B	1.6516025380000001	-2.082084312	1.964325996	1.221120764
RBPMS2	1.1457062225	-1.986449686	1.413481765	-0.304962759
RCBTB2	0.6485920485000001	1.175978117	1.690596362	0.12120598
RCN3	0.860247142	1.609813253	1.360608472	-0.110681031
RDH16	0.715153233	-1.001648198	1.430751002	0.428658268
RERE-AS1	1.3773200795	2.222823177	1.802799783	0.531816982
RETN	1.198409115	-1.767285225	1.366646729	0.629533005
RFPL2	1.4104193725	-0.973022004	0.895665438	1.847816741
RFX5-AS1	1.0687004979999999	-2.118128997	2.059227069	0.019271999
RGL3	1.7558962555	3.229175126	1.508823315	-0.282617385
RGS1	2.267504265	-4.355343835	1.480298786	-0.179664695
RHOT1P2	0.9863399174999999	-0.292813442	0.108398874	1.679866393
RIMBP3	1.3608703635000001	2.42246298	2.136387272	0.299277747
RMI1	0.951286631	1.823794264	1.611528391	-0.078778998
RN7SKP127	1.304860331	-1.498864374	1.443339057	-1.110856288
RN7SKP80	1.453427765	0.912500668	1.289842243	-1.994354862
RN7SL172P	1.7998693700000001	1.684246986	1.587339404	-1.915491754
RN7SL368P	1.442295787	-2.390402295	0.640341707	0.494189279
RN7SL535P	1.330446385	2.173307221	2.626336336	-0.487585549
RN7SL834P	0.7400786225	-1.085998364	0.98330975	0.394158881
RNASE1	0.9936775	-0.788692297	0.524716383	1.198662703
RNASE4	2.407197448	-3.472703546	1.982646918	1.34169135
RNASEL	1.435707214	2.468813314	1.802207021	0.402601114
RNF157-AS1	0.9166924945	1.231071292	1.75402111	-0.602313697
RNF207	0.690328845	-0.198711716	0.202957783	1.181945974
RNF213	0.6542047405	-0.076827888	0.162857799	1.231581593
RNF217	0.821487179	-1.064980594	1.817112654	0.577993764
RNF222	0.8585190064999999	-0.673720333	0.747386129	1.04331768
RNF32-AS1	0.75806395	-1.091773141	2.092360414	-0.424354759
RNPS1P1	0.719468935	-1.171910596	1.401192651	-0.267027274
RNU4-2	0.9604776130000001	0.296332868	0.298344729	-1.624622358
RNU6-226P	1.020704294	-0.440466459	0.205866949	1.600942129
RNU6-5P	1.4117511845	-1.703737493	1.203548613	1.119764876
RNU6-8	1.0687056815	-0.92845208	1.195192316	1.208959283
RNU7-40P	1.190303498	0.965877901	1.233200431	1.414729095
RNVU1-30	1.4721457955000001	-2.279366436	1.383801176	0.664925155
RNVU1-4	1.1033148915	-1.619302655	1.31758371	0.587327128
RNY1	2.378778831	1.734144493	1.578960352	-3.023413169
ROBO4	2.1339421389999997	-1.189841378	0.952978591	3.0780429
ROCK1P1	2.942701587	-3.760566062	1.104701877	2.124837112
RPGR	0.5974355994999999	1.166765739	2.608933998	-0.02810546
RPGRIP1	1.3651565255	2.48315741	1.816610665	0.247155641
RPL10AP6	1.706318149	-2.968329028	1.648177613	-0.44430727
RPL10P16	1.2156476095	-1.92254111	1.910464876	0.508754109
RPL10P6	1.3581100555	-1.994636459	1.958639409	0.721583652
RPL10P9	1.781877571	-3.038023952	1.882184247	0.52573119
RPL11	0.538972542	-1.009073584	1.351677641	0.0688715
RPL12P12	1.7100540115	-2.295270911	1.216098827	1.124837112
RPL13AP25	1.8717751455	-2.942235458	1.572388807	0.801314833
RPL13AP5	0.920063858	-1.519629942	1.563869584	-0.320497774
RPL13AP7	1.373110607	-2.106262058	1.924657834	-0.639959156
RPL14	0.523687381	-1.04381167	1.527971959	-0.003563092
RPL14P1	1.2484050205	-1.957905121	2.74940418	0.53890492
RPL15P3	1.2265703635	-2.300519777	2.065318979	0.15262095
RPL18	0.6611464130000001	-1.081004156	1.480628782	-0.24128867
RPL18AP3	1.2316707249999999	-2.197663697	1.826140255	0.265677753
RPL19P4	1.963668572	-2.802500032	1.024268967	1.124837112
RPL21P16	1.494292449	-2.467839658	1.458166727	0.52074524
RPL21P75	1.4315717225	-1.60018835	1.129040335	1.262955095
RPL22P1	1.1454859895	-1.850100752	1.401560805	0.440871227
RPL23	0.7433840025	-1.216994645	1.551606925	0.26977336
RPL23A	0.6226992475	-1.211776938	1.811770089	0.033621557
RPL23AP2	3.247361991	-4.153646676	1.626970583	2.341077306
RPL23AP42	1.380426516	-2.343010348	2.005315209	0.417842684
RPL23AP65	0.8988633540000001	-1.628326844	1.406412198	-0.169399864
RPL23AP69	1.674190341	-1.005460461	0.644626169	2.342920221
RPL23AP74	1.9868591285	-2.594988499	1.079917324	1.378729758
RPL24P4	1.2494976145	-1.89669361	2.11095929	0.602301619
RPL24P8	1.5845119250000002	-2.447634265	1.694744598	0.721389585
RPL26P19	0.7572601019999999	-1.370359052	1.854143876	-0.144161152
RPL26P6	1.4357382505	-1.85892589	1.637944854	1.012550611
RPL28	0.7242775024999999	-1.371442771	1.524840002	0.077112234
RPL29	0.5290514775	-1.05207688	1.418356458	-0.006026075
RPL31	0.7039433795	-1.163835457	1.507381717	0.244051302
RPL31P52	0.872864188	-1.20611797	1.420910741	0.539610406
RPL32P16	0.9398017995	-1.490241055	1.981735855	0.389362544
RPL32P18	1.2405464350000002	-2.101318849	1.733074939	-0.379774021
RPL32P3	0.641758938	1.182564328	1.51861458	0.100953548
RPL34	0.8751181105000001	-1.356065808	1.638772351	0.394170413
RPL35A	0.6022108755	-1.093953332	1.577076509	0.110468419
RPL35P1	1.5831688664999999	-3.03991437	1.369379318	0.126423363
RPL35P5	1.3967060885	-1.714210893	1.40340142	1.079201284
RPL36A	0.7341961220000001	-1.315857862	2.257560607	-0.152534382
RPL37	0.692439228	-1.213102659	1.424831081	0.171775797
RPL37A	0.6504095345	-1.197795058	1.55198766	-0.103024011
RPL37P2	2.30682979	-2.821628901	1.820447164	1.792030679
RPL37P23	1.80326562	-1.776067419	1.39290357	1.830463821
RPL38	0.7114904215	-1.400484527	1.694366196	-0.022496316
RPL39P15	1.877326617	-2.357997759	2.177294692	-1.396655475
RPL39P3	0.9029936625	-1.573100492	2.21678486	0.232886833
RPL3P4	1.166859515	-2.279947774	1.521761572	0.053771256
RPL3P7	0.901579147	-1.147616078	2.398972629	-0.655542216
RPL41P2	0.608839196	-1.187763583	1.406144489	0.029914809
RPL4P3	2.2034070065	-2.253748247	2.153249133	2.153065766
RPL4P7	1.87316201	2.181575239	1.55486522	-1.564748781
RPL5P1	1.0458744945	-1.955129744	1.374495933	0.136619245
RPL6P27	0.9088555655	-1.668847745	1.681739515	0.148863386
RPL7AP30	0.8418859894999999	-1.625009153	2.032835617	-0.058762826
RPL7AP6	0.813125196	-1.467628188	2.148214677	-0.158622204
RPL7AP66	1.3441125975000001	-1.859991543	2.182027298	-0.828233652
RPL7P1	0.6182073685	-1.176601935	1.850497933	-0.059812802
RPL7P47	0.825857902	-1.331839255	1.469955634	-0.319876549
RPL7P9	1.281118263	-1.985587339	1.848696758	0.576649187
RPL8	0.62348903	-1.011761598	1.699248705	-0.235216462
RPL9	0.641836124	-1.048143138	1.74727701	0.23552911
RPLP0P6	1.0854221135	-1.324919108	2.473365022	-0.845925119
RPLP1	0.69555583	-1.108524457	1.632756631	-0.282587203
RPS10	0.9129226815	-1.316714558	2.733058071	0.509130805
RPS10P3	1.598888312	-2.317274869	1.163218345	0.880501755
RPS11P5	0.691853898	-1.200331137	1.546284254	0.183376659
RPS12P26	1.2411711825	1.848378936	1.40938589	0.633963429
RPS12P27	1.7431787625	1.988032675	1.893001044	-1.49832485
RPS12P4	1.7605480395000002	-1.715012814	1.1042407	1.806083265
RPS13P2	1.4960909884999998	-2.077051599	1.388560125	-0.915130378
RPS14	0.6204115635	-1.21303997	1.507179807	-0.027783157
RPS15	0.5989527975	-1.159624081	1.351677504	-0.038281514
RPS15AP1	1.9821080865	-3.145777051	1.945178863	0.818439122
RPS15AP38	2.7106099995	-3.294796636	1.662367305	2.126423363
RPS15P4	1.6268927695	-2.756914109	1.620103723	0.49687143
RPS16	0.68128504	-1.325782237	1.748221018	-0.036787843
RPS19	0.5478794914999999	-1.029529062	1.309503979	-0.066229921
RPS21	0.683981234	-1.237426568	1.440832424	0.1305359
RPS23P8	1.2429989715	-2.437564618	1.896472052	-0.048433325
RPS24P19	1.4955686990000001	-1.945977603	1.235228042	1.045159795
RPS27AP12	1.143627914	-0.945103774	0.854432211	1.342152054
RPS27AP5	1.444173095	-2.544910278	1.653112095	0.343435912
RPS28	0.748735719	-1.194176614	1.653863298	-0.303294824
RPS29	0.663645795	-1.24783818	1.568882647	0.07945341
RPS29P16	1.324472045	-0.892215241	1.011118174	1.756728849
RPS2P46	1.0189669590000001	-1.595144216	1.917596729	-0.442789702
RPS2P5	0.9856681205	-0.720507171	1.837116361	-1.25082907
RPS3AP26	0.885760715	-1.559988562	1.345199086	-0.211532868
RPS3AP47	1.4093351870000002	-2.64429755	1.870292911	-0.174372824
RPS3AP6	0.6023848980000001	-1.16510044	1.649663982	0.039669356
RPS4X	0.7182934015	-1.048021515	1.62069002	0.388565288
RPS4XP1	0.9228886375	-0.573919465	0.622739631	1.27185781
RPS4XP16	0.870427913	0.59532831	0.503012584	1.145527516
RPS4XP6	1.73445552	-1.344012058	1.281482036	2.124898982
RPS6KA5	0.730597664	1.441646608	3.549288889	0.01954872
RPS7P1	1.4961049315	-2.372354266	2.184496848	0.619855597
RPSAP12	0.8141562744999999	-1.300372784	1.400257632	-0.327939765
RPSAP47	1.7556815440000002	-2.01839174	2.124888723	1.492971348
RPSAP58	2.448755801	-2.177874191	1.272216879	2.719637411
RPSAP9	1.905569878	-2.101934538	2.126742099	1.709205218
RRAS	0.721563195	-1.092363449	1.999667987	0.350762941
RRAS2	0.6686897895	0.245127216	0.777247882	-1.092252363
RSAD2	2.87757793	1.271071613	1.764690422	4.484084247
RSPH9	1.80714174	1.114765823	0.541704203	2.499517657
RSRP1	0.6784047285	1.074152756	3.161054798	0.282656701
RTL5	1.5945131115	-1.62617157	1.453320928	1.562854653
RTN4RL1	0.8578806715	-0.014212468	0.006023453	1.701548875
RTP4	1.155094437	0.433326908	0.585014873	1.876861966
RUFY4	0.7365776425	-0.422713203	0.521195095	1.050442082
RUNDC3A-AS1	3.424774502	-2.921787451	0.941575432	3.927761553
RUNX3	1.0321869565	-1.69921232	1.842203813	-0.365161593
RUSC2	0.7657393185	-1.119826381	1.559641125	0.411652256
S100B	0.9345884275	-1.067403762	0.585113191	0.801773093
S1PR5	0.942785583	-0.837043133	1.382249362	-1.048528033
SAMD4A	0.8819387750000001	-0.513856035	0.849520641	1.250021515
SAMD9	1.2574209184999998	1.248487073	2.793178595	1.266354764
SAMD9L	1.4476136215	1.117619664	2.229423223	1.777607579
SAMSN1	0.813542336	-1.043859278	0.686827774	0.583225394
SAP30L-AS1	1.3897587135	2.44906543	2.026600801	-0.330451997
SAPCD2	1.7672003835	-2.160129636	2.655741618	1.374271131
SATB2-AS1	1.0998673465	1.879508739	1.801996328	-0.320225954
SAXO2	1.3360491829999999	0.050764481	0.035079853	-2.621333885
SBDS	0.5535588300000001	-1.081658508	1.745538602	0.025459152
SBDSP1	0.6254832494999999	-1.150159394	2.748461172	0.100807105
SCAND1	0.7551325915	-1.239086826	1.618605593	-0.271178357
SCARNA9	1.0691032415	2.009540125	1.79324235	0.128666358
SCFD2	0.5895223460000001	-0.08796101	0.170761782	-1.091083682
SCGB3A1	4.0848998325	-3.826970319	0.666160934	4.342829346
SCIN	1.2684990049999998	0.377408851	0.285734113	-2.159589159
SCNN1D	0.7594097675	-1.127896707	1.324224279	-0.390922828
SCO2	1.0977622034999999	-1.317466504	1.082202011	0.878057903
SCUBE1	2.416741646	-1.975320525	1.564179545	2.858162767
SCUBE2	0.947019305	-0.260525807	0.163653427	1.633512803
SCX	0.9459808875	-1.339589166	1.579685598	0.552372609
SDC3	0.8563581554999999	-1.318625692	1.540536593	0.394090619
SEC14L2	2.074497172	-3.429729854	1.957266388	-0.71926449
SEC61G	0.759945149	-1.174552214	1.971959875	0.345338084
SELENOP	1.1703083745	-1.069051486	0.824420796	1.271565263
SEM1	0.806751496	-1.376966306	2.077940113	0.236536686
SEPTIN4	0.804775891	-0.521697084	0.825052252	1.087854698
SEPTIN7P2	0.8535274079999999	-1.02817806	1.749387731	0.678876756
SERHL	0.8530689605	0.03721632	0.084111469	-1.668921601
SERHL2	1.1964546360000001	-0.214728425	0.294019356	-2.178180847
SERPINF1	0.9184370505	-1.344855422	1.909735904	0.492018679
SETP14	1.027067436	-1.441647359	2.560499422	0.612487513
SETP17	1.7501209975	-1.695429268	1.074288044	1.804812727
SGSH	0.728668034	-1.115628192	2.187259941	0.341707876
SH3D19	0.8236536825	-1.29233981	1.442087521	0.354967555
SH3PXD2B	2.0858494785	-2.942623423	0.887567514	-1.229075534
SHB	1.164780817	-1.903700071	1.755264866	0.425861563
SHISA8	0.780895698	0.234414838	0.223714495	-1.327376558
SIDT2	0.7278932675	-1.085417544	1.830819654	0.370368991
SIGLEC1	2.534495437	-1.585728584	1.159453969	3.48326229
SIGLEC10-AS1	0.8768942289999999	-0.079001226	0.087663285	-1.674787232
SIGLEC17P	0.844479124	0.188717478	0.277459456	-1.50024077
SIGLEC20P	1.1137715985	0.720471601	0.350689726	1.507071596
SIL1	0.623512464	-1.218496166	2.043575767	-0.028528762
SIRPB2	0.9060394144999999	1.609585965	1.424106159	-0.202492864
SIRT4	0.8977382825	1.655900225	1.800469573	-0.13957634
SIVA1	0.5785179635	-1.023908367	2.239101643	-0.13312756
SKOR1	1.626170021	-3.102137351	1.589801295	-0.150202691
SLA2	0.5792105985	-1.055957503	2.144414077	-0.102463694
SLC12A8	1.3946739315	-0.730400318	0.407321545	2.058947545
SLC15A4	0.6919038855	1.196437635	1.332415668	-0.187370136
SLC16A13	0.8488350819999999	1.670227279	2.920835189	0.027442885
SLC1A3	0.9016776845	-0.599982193	0.554814986	1.203373176
SLC22A13	1.131985705	-0.293432171	0.152722325	1.970539239
SLC22A16	1.2712420695	-0.735307093	0.755521765	1.807177046
SLC22A17	0.5687180115	-1.045426264	1.33253993	-0.092009759
SLC25A27	0.947074419	-0.45832004	0.312528227	1.435828798
SLC25A33	0.7574209009999999	-1.356278103	2.297628226	0.158563699
SLC25A37	1.475540874	2.892188059	2.68112179	-0.058893689
SLC25A39	1.2112758005	1.470718883	1.623725145	-0.951832718
SLC25A41	0.907749849	-0.321805255	0.115388533	1.493694443
SLC29A1	0.959205364	1.269027383	2.035423086	-0.649383345
SLC35A5	0.688805839	1.285079632	3.342355144	0.092532046
SLC35B3	0.6412660565	1.099342493	1.9964365	-0.18318962
SLC35E3	0.836483978	1.090732302	2.28974238	-0.582235654
SLC3A2	0.6072917105	-1.212524539	3.020745277	0.002058882
SLC45A4	1.544968098	2.849275483	1.350961767	-0.240660713
SLC4A3	0.7498762555	-1.112152126	2.497430008	0.387600385
SLC5A10	1.852213505	-2.069101678	2.121154644	-1.635325332
SLC6A8	1.605891965	1.885627943	2.777688888	-1.326155987
SLC7A9	1.4697704109999998	1.696679179	1.430515274	-1.242861643
SLC9A3	0.7632088465	1.482180955	2.331995915	-0.044236738
SLCO4C1	0.7379416474999999	1.464606693	1.703535826	0.011276602
SLFNL1	0.903272498	1.294936368	1.881302753	0.511608628
SMARCD3	0.7108159765000001	-1.127653897	2.640384681	0.293978056
SMARCE1P5	0.9749254	0.879271085	2.289127295	-1.070579715
SMIM43	1.8151024775	-1.942724374	0.541929114	1.687480581
SMIM5	0.6231456120000001	-1.171274949	1.477599844	0.075016275
SMO	1.4783037024999999	-1.845751117	2.489064644	-1.110856288
SMOX	1.163474898	-1.409681892	1.546075567	-0.917267904
SMPD3	1.2738963134999999	1.532332676	2.402192898	-1.015459951
SMPDL3B	1.0965004230000002	1.543215927	1.700448824	0.649784919
SNAI3-AS1	0.713983477	1.272924184	2.019204366	-0.15504277
SNAPC3	0.6903450085	1.154650226	2.489310542	0.226039791
SNHG21	0.7198170565	-0.180479477	0.353407291	1.259154636
SNHG22	2.1119430185	3.377449863	1.794880292	-0.846436174
SNHG25	1.803950422	-2.453236859	1.553597006	1.154663985
SNHG3	0.697025355	-1.290150856	1.570792807	-0.103899854
SNORA31	1.316966062	-1.187761312	0.67164776	1.446170812
SNORA33	0.757753193	-1.202175618	1.459113307	-0.313330768
SNORA3B	1.1556096329999999	-2.05419496	1.506194994	-0.257024306
SNORA5A	1.1288119925	0.243787029	0.277774304	-2.013836956
SNORA66	1.946290644	-2.377852325	1.330856342	1.514728963
SNORA77	1.521663083	2.240009909	2.352200835	-0.803316257
SNORD100	1.1005798325	-1.757710713	1.828354649	-0.443448952
SNORD12C	1.2988917355	0.976331444	1.225077629	-1.621452027
SNORD14A	0.9416317635	-0.129546175	0.147350622	-1.753717352
SNORD15B	1.029171717	0.120882312	0.300696267	-1.937461122
SNORD17	1.0456516550000001	1.314894503	1.449146931	-0.776408807
SNORD19	2.1135936895	-1.533798872	0.819389868	2.693388507
SNORD37	1.128317411	-0.500520016	0.257618321	1.756114806
SNORD4A	0.9982531305	-1.853692339	2.236567942	-0.142813922
SNORD94	0.9571988565	-1.38858808	1.812842527	-0.525809633
SNRPA	0.574788999	-1.018582279	1.365276629	0.130995719
SNRPA1	0.655463721	-1.197817688	2.031155481	-0.113109754
SNRPEP4	1.2595240355000001	-1.267699691	0.609058197	1.25134838
SOCS3	1.872312776	-2.915704612	0.772291506	0.82892094
SORCS3	1.3758223765	-1.58391583	1.403011941	-1.167728923
SORD	0.736406398	1.227038701	1.41502538	-0.245774095
SORL1	0.7740098280000001	1.369616501	1.417962655	0.178403155
SP110	0.8852432735	1.118153963	1.470845119	0.652332584
SPACA6	1.0315334875	1.969500799	1.704604858	0.093566176
SPAG1	0.6208410325	1.179964051	2.684743905	0.061718014
SPAG4	2.371563609	-2.583538059	1.044552167	-2.159589159
SPATA20	0.8566348035	-1.252672151	1.867486383	-0.460597456
SPATA25	2.0913181805	1.63965619	1.873427684	-2.542980171
SPATA6L	0.834789377	-1.65196652	1.380558394	-0.017612234
SPATS2L	1.39175226	-0.763248752	1.816351329	2.020255768
SPCS2P4	1.1861435595	1.16246478	0.749854953	1.209822339
SPDYE18	0.9271858035	0.608784821	0.7134861	1.245586786
SPIRE1	1.2865769295	-1.352406409	1.369343686	1.22074745
SPNS3	1.0236872289999999	0.583678686	1.318276976	-1.463695772
SPOUT1	1.029188238	1.020641255	1.211242959	1.037735221
SPSB1	0.9437351030000001	-0.785763812	0.817666901	1.101706394
SPTBN2	1.1421538725	-1.919984055	1.561405468	0.36432369
SRC	0.9193107215	-1.343478148	1.92706429	0.495143295
SREBF2-AS1	1.9124792415	-3.790379231	1.790110852	0.034579252
SRPK2	0.6028393304999999	1.064017512	1.312407918	-0.141661149
SRRM2-AS1	0.556068306	-0.026206201	0.031765761	-1.085930411
SSBL3P1	1.5220020705	-1.696924902	2.22373834	-1.347079239
SSBP3-AS1	1.975051498	-1.637583577	2.335864091	-2.312519419
SSC5D	1.5694294690000001	-1.983310823	1.499685019	1.155548115
SSR4	0.6972962675	-1.097610797	1.314406712	0.296981738
ST13P6	1.3804595389999998	-1.073438497	1.409556168	1.687480581
ST20	1.7246130960000001	3.352440752	1.317652304	0.09678544
ST20-MTHFS	1.316404482	2.509654439	1.743486811	-0.123154525
ST6GALNAC1	0.692640336	-0.10506306	0.124185203	1.280217612
ST6GALNAC4P1	1.6672100534999998	1.137566951	2.332928192	-2.196853156
ST7	0.8019512529999999	-1.055386947	2.255154263	0.548515559
STAB1	0.9534930635000001	-1.351527621	1.746942144	0.555458506
STAG3L4	0.958665026	-1.425060907	2.713827449	0.492269145
STAM2	0.5789753875	1.110944329	3.441936964	0.047006446
STAT2	0.707125752	0.28406734	1.299843775	1.130184164
STEAP3	0.614052748	-1.161815188	2.096254543	0.066290308
STEAP4	2.0589596885	3.711507124	1.844068249	0.406412253
STK38L	0.636825246	1.076939392	2.237954304	0.1967111
STRC	1.147865398	-1.433795969	0.855807542	0.861934827
STRIP2	1.2296435749999999	-1.05452182	3.028597187	1.40476533
STX7	0.6984129405	1.319606379	3.744707124	-0.077219502
SUGCT	0.6912870995	-1.352715587	1.399735683	-0.029858612
SUPT20H	0.652325327	1.036333027	3.170264711	-0.268317627
SUV39H2-DT	1.666181805	1.032079368	1.445943305	-2.300284242
SYCE2	2.6720146135	-3.352847167	1.063833267	1.99118206
TAGAP	0.862515048	1.463792322	1.656549003	0.261237774
TAGLN	0.919798676	-1.389575034	1.851661361	0.450022318
TAS2R5	0.9117554285	0.505844103	0.500592268	1.317666754
TASL	1.1383773325	1.499090408	1.421302228	0.777664257
TAT-AS1	1.06672217	-1.424239122	1.626116293	0.709205218
TBXA2R	0.9890754895	0.693108589	1.109598519	-1.28504239
TCAF1	1.2904097635	0.034039756	0.019663496	-2.546779771
TCEAL4	0.9298870815	-1.22211804	1.895743558	0.637656123
TCEAL9	1.0022872695	-0.879972825	0.747418041	1.124601714
TCEANC2	0.6705209035	1.280058222	2.56680405	-0.060983585
TCN2	0.819438255	-1.298035083	1.861361058	0.340841427
TCP11L2	0.7630289835	1.291355553	1.915142962	-0.234702414
TCTE1	1.6347642625	-2.60650612	1.542422138	-0.663022405
TDP2	0.642881469	1.285514699	1.344248191	0.000248239
TDRD7	0.8139580645	0.592956686	2.530288557	1.034959443
TFPI	1.3790534300000001	-0.579765392	1.40957184	-2.178341468
TFRC	0.702628267	-1.221726939	1.318267998	0.183529595
TGFBI	0.6456081549999999	-1.118454656	2.56363402	-0.172761654
THAP4	0.560268981	-1.04097486	2.183212098	-0.079563102
THAP5	0.6855899940000001	1.303563331	2.584660568	0.067616657
THBS4	1.734544517	2.229604438	4.234142107	-1.239484596
THNSL1	0.777798817	1.453368654	1.809843306	-0.10222898
THSD7A	1.197592663	-1.270348214	0.877532858	1.124837112
THUMPD2	0.8662532814999999	-1.305424486	2.053222118	-0.427082077
TIAF1	0.7231348975	1.081136398	4.061312875	0.365133397
TIAM2	1.0096753944999999	1.489443147	1.710828887	-0.529907642
TIFAB	0.7719785254999999	1.511043464	2.199515345	0.032913587
TIGD3	1.8554539245	3.203191515	1.725200442	-0.507716334
TIGD7	0.7554130975	1.441924093	2.316349183	0.068902102
TIMM10	0.7196344115	-0.382429312	0.597810117	1.056839511
TIMM23B	0.745804743	-1.221190373	1.898592899	0.270419113
TIMP1	0.7179668695	-1.321331416	1.777722893	0.114602323
TINCR	1.2319963555	-1.291945698	1.144178092	1.172047013
TIPIN	0.768432848	0.346808673	1.048161585	-1.190057023
TIRAP	0.6502464205	1.084206628	1.315296367	-0.216286213
TJP2	1.162819857	-1.562538456	1.080227252	0.763101258
TLR1	0.943632093	1.59388391	1.371414324	0.293380276
TLR10	1.421102025	2.446899072	3.928830833	-0.395304978
TLR3	0.618984293	1.102507566	1.887522967	0.13546102
TLR6	1.2401125475	2.382584795	1.383641895	0.0976403
TLR8	0.8850867029999999	1.672533106	1.512101559	0.0976403
TMBIM4	0.6405455704999999	1.266728825	3.59462141	-0.014362316
TMED2-DT	0.592843252	1.016466111	2.465563412	0.169220393
TMEM119	1.3047769544999999	-1.809887362	1.365970624	-0.799666547
TMEM139	0.8792640485	-0.070891106	0.029348559	1.687636991
TMEM169	1.19166871	2.199354013	3.381770247	0.183983407
TMEM191C	1.193446385	-1.032138497	1.357921268	1.354754273
TMEM202-AS1	0.602685089	-1.079993509	1.879893916	0.125376669
TMEM225B	2.1144578320000003	-2.519116051	1.86617609	1.709799613
TMEM234	0.6350002945000001	1.168182966	3.108008564	0.101817623
TMEM238	0.698736978	-1.192444367	1.505575911	0.205029589
TMEM250	0.5866651465	1.001849825	1.845974428	-0.171480468
TMEM269	1.69815989	-1.655390402	1.434919351	1.740929378
TMEM273	0.901058104	1.564044679	1.599589807	0.238071529
TMEM40	1.229779627	-0.616718723	0.671849904	-1.842840531
TMEM60	0.9404117599999999	1.437198555	2.169705078	0.443624965
TMEM71	0.8725864944999999	1.36110184	1.984819434	0.384071149
TMEM79	0.6677053685000001	1.243322494	2.489038422	-0.092088243
TMIGD2	0.917604632	-0.335354628	0.510510876	-1.499854636
TMOD1	1.3059979435	1.521937615	1.824466247	-1.090058272
TMOD4	0.7796384279999999	1.531362564	2.336200655	0.027914292
TMPRSS3	1.221184874	-0.699710274	1.166697171	1.742659474
TMSB4XP4	1.9991332554999999	-3.085798311	1.444913668	0.9124682
TMTC1	1.471581579	-0.661178074	0.342736498	2.281985084
TNFAIP1	0.594977695	1.005680309	2.946687394	0.184275081
TNFAIP3	2.2395509419999997	-4.047733467	0.927457345	0.431368417
TNFAIP6	1.459432442	1.052189571	0.855500342	1.866675313
TNFAIP8L2	0.981935479	1.891114616	2.493202698	-0.072756342
TNFRSF17	1.7370485415	-1.582699911	0.319783839	1.891397172
TNFRSF19	1.225746152	0.044686327	0.031161525	2.406805977
TNFSF10	1.457563339	1.718871568	1.584533621	1.19625511
TNFSF13B	0.824455195	0.489350143	0.802489878	1.159560247
TNFSF15	1.5118828665000001	1.277126095	1.403045256	1.746639638
TNFSF9	1.6972552509999999	-2.765652838	1.377222099	0.628857664
TNS1	1.001506849	1.309054897	1.753867327	-0.693958801
TOB1-AS1	0.736716025	1.368989968	1.838572635	0.104442082
